Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000000.LAB	1/31/2025	17:24:16.858	-1799.114464	-168.581985	572.913391	0.004417	-0.005351	0.003647	-0.109190	-0.011666	0.087359	-9.768028	2.404233	4.351128	0.147585	0.028964	0.042123	1.072276	1.841431	0.270307	19882.844235	2424.271973	6134.344727	1.757939	0.842069	0.326509	0.942046	0.047776	0.320542	-0.077043	0.000999	0.056939	-957.488273	-91.247963	304.366119	191.016251	190.984894	0.037784	1.007417	1.007417	0.000000	-1799.114464	-168.581985	572.913391	-9.768028	2.404233	4.351128	2.986685	2.986919	0.000675	4.126121	4.138793	0.006218	86.390244	86.929680	0.383847	4.876297	4.935498	0.068223	-3.307692	-3.325934	0.009327	0.000000	0.000000	0.000000	575.732666	575.738586	0.003022	0.002254	0.002265	0.000042	NaN	NaN	NaN	0.659899	0.661595	0.000992
FTIR_000001.LAB	1/31/2025	17:24:29.690	9.085259	-169.197220	572.697327	-0.002723	-0.004885	0.003656	-0.067381	-0.005699	0.080361	2.133715	2.251079	4.328706	0.002329	0.027067	0.042926	1.773010	1.825554	0.269070	1024.518189	2476.526123	6118.354980	0.480162	0.821786	0.343354	-0.075556	0.036922	0.322928	-0.015191	-0.005308	0.054615	2.934001	-91.430908	304.302521	191.016251	190.992523	0.035325	1.007417	1.007417	0.000000	9.085259	-169.197220	572.697327	2.133715	2.251079	4.328706	2.986834	2.986774	0.000478	4.124432	4.136544	0.006974	87.029579	86.909706	0.371517	5.039014	4.947616	0.075148	-3.285714	-3.321538	0.015611	0.000000	0.000000	0.000000	575.731750	575.737549	0.003491	0.002198	0.002250	0.000036	1885.202637	NaN	NaN	0.659769	0.661272	0.001009
FTIR_000002.LAB	1/31/2025	17:24:42.530	7.935721	-169.900131	572.450378	-0.003095	-0.004546	0.003648	-0.091175	-0.006028	0.080740	2.866839	2.051217	4.239812	0.005358	0.025272	0.043473	1.922290	1.824652	0.268691	514.012373	2476.147705	6118.489746	0.515552	0.803349	0.355365	0.048101	0.046401	0.321589	-0.082751	-0.017178	0.057476	3.342709	-91.594208	304.245453	191.016251	191.000153	0.030639	1.007417	1.007417	0.000000	7.935721	-169.900131	572.450378	2.866839	2.051217	4.239812	2.986993	2.986691	0.000321	4.122202	4.134242	0.007564	87.109497	86.921692	0.376285	4.862450	4.946923	0.075976	-3.309890	-3.320440	0.016044	0.000000	0.000000	0.000000	575.728638	575.736084	0.003859	0.002342	0.002252	0.000039	2213.457764	NaN	NaN	0.659312	0.660927	0.001032
FTIR_000003.LAB	1/31/2025	17:24:55.359	7.349943	-170.517639	572.233887	-0.009133	-0.004595	0.003712	-0.042688	-0.012754	0.080709	4.393045	2.011834	4.213324	0.009629	0.025219	0.043494	1.919518	1.824205	0.268511	491.293478	2475.522461	6118.714355	0.697839	0.798736	0.356519	0.032784	0.055114	0.319731	0.045532	-0.018304	0.055956	4.602163	-91.647629	304.226654	191.016251	191.007782	0.022367	1.007417	1.007417	0.000000	7.349943	-170.517639	572.233887	4.393045	2.011834	4.213324	2.986860	2.986644	0.000241	4.120102	4.131889	0.007968	87.029579	86.905716	0.366928	5.007855	4.958002	0.075976	-3.294506	-3.316484	0.017150	0.000000	0.000000	0.000000	575.731384	575.735229	0.003807	0.002277	0.002253	0.000040	1450.055908	NaN	NaN	0.659070	0.660634	0.001108
FTIR_000004.LAB	1/31/2025	17:25:08.192	6.645280	-171.191681	571.997070	-0.001838	-0.004284	0.003808	0.019105	-0.006492	0.080486	1.601645	1.723583	4.123023	0.020704	0.026402	0.043159	1.932477	1.824714	0.268733	472.380771	2474.848633	6118.959473	0.710516	0.790209	0.357615	-0.137545	0.036346	0.325512	-0.049494	-0.024171	0.055830	5.318419	-91.577293	304.251465	191.016251	191.014862	0.004357	1.007417	1.007417	0.000000	6.645280	-171.191681	571.997070	1.601645	1.723583	4.123023	2.986938	2.986652	0.000251	4.118214	4.129514	0.008168	87.069542	86.921692	0.370584	5.094407	4.977736	0.083633	-3.316483	-3.315824	0.016994	0.000000	0.000000	0.000000	575.726990	575.734009	0.004313	0.002241	0.002253	0.000040	1251.499390	NaN	NaN	0.659104	0.660306	0.001013
FTIR_000005.LAB	1/31/2025	17:25:21.032	6.534332	-171.806854	571.780640	-0.006621	-0.004237	0.003772	-0.124977	-0.013753	0.088008	3.712028	1.746240	4.134387	0.005709	0.024553	0.043657	1.918731	1.823262	0.268120	441.693483	2471.277588	6120.265137	0.895865	0.802771	0.359039	-0.017948	0.044409	0.322786	0.055223	-0.026093	0.052277	5.290523	-91.515076	304.273376	191.016251	191.016251	0.000000	1.007417	1.007417	0.000000	6.534332	-171.806854	571.780640	3.712028	1.746240	4.134387	2.987128	2.986707	0.000290	4.115976	4.127094	0.008244	87.509087	86.953659	0.408130	4.900532	4.977736	0.083633	-3.307692	-3.313187	0.015857	0.000000	0.000000	0.000000	575.727600	575.732788	0.004229	0.002337	0.002266	0.000044	1648.998901	NaN	NaN	0.658761	0.660018	0.001000
FTIR_000006.LAB	1/31/2025	17:25:33.857	6.641258	-172.297852	571.607788	-0.006962	-0.004383	0.003854	-0.238638	-0.048710	0.101388	3.066967	1.768219	4.141469	0.012296	0.024886	0.043538	1.925936	1.822715	0.267880	448.913128	2469.098145	6121.060547	0.737233	0.794296	0.359535	-0.080089	0.041360	0.323914	-0.044389	-0.031334	0.051090	4.695882	-91.541710	304.264038	191.016251	191.016251	0.000000	1.007417	1.007417	0.000000	6.641258	-172.297852	571.607788	3.066967	1.768219	4.141469	2.987590	2.986820	0.000387	4.113588	4.124626	0.008221	87.069542	86.969643	0.409345	4.876297	4.958694	0.082797	-3.327472	-3.313846	0.016342	0.000000	0.000000	0.000000	575.724060	575.731445	0.004655	0.002222	0.002263	0.000046	2036.802856	NaN	NaN	0.658143	0.659659	0.000960
FTIR_000007.LAB	1/31/2025	17:25:46.693	6.017092	-172.821808	571.423218	-0.009027	-0.004836	0.004126	0.106194	-0.048186	0.102257	2.933705	1.653988	4.086126	0.011764	0.024961	0.043512	1.933370	1.824081	0.268464	475.813403	2468.315918	6121.342285	0.778650	0.797338	0.359231	-0.014848	0.054696	0.317932	0.051682	-0.026154	0.056902	6.427579	-91.511002	304.275024	191.016251	191.016251	0.000000	1.007417	1.007417	0.000000	6.017092	-172.821808	571.423218	2.933705	1.653988	4.086126	2.988195	2.986996	0.000556	4.111072	4.122036	0.007974	86.909706	87.013596	0.371613	5.063248	4.974273	0.086652	-3.314286	-3.311429	0.013902	0.000000	0.000000	0.000000	575.726074	575.730164	0.004196	0.002228	0.002259	0.000047	1548.585205	NaN	NaN	0.657632	0.659321	0.001024
FTIR_000008.LAB	1/31/2025	17:25:59.532	6.148468	-173.277008	571.262512	-0.005059	-0.004721	0.004099	-0.108413	-0.057744	0.103049	1.851761	1.536504	4.059075	0.016443	0.024541	0.043578	1.928123	1.825169	0.268905	462.433074	2466.416992	6122.030273	0.722899	0.806179	0.355850	-0.002715	0.056458	0.317519	-0.030504	-0.020889	0.053368	4.842923	-91.515640	304.273376	191.016251	191.016251	0.000000	1.007417	1.007417	0.000000	6.148468	-173.277008	571.262512	1.851761	1.536504	4.059075	2.988296	2.987202	0.000620	4.109015	4.119429	0.007482	87.149460	86.973640	0.326370	4.921304	4.965618	0.087245	-3.325275	-3.312088	0.014431	0.000000	0.000000	0.000000	575.722534	575.728821	0.004216	0.002223	0.002257	0.000049	1863.555664	NaN	NaN	0.657818	0.659005	0.000940
FTIR_000009.LAB	1/31/2025	17:26:12.418	5.326669	-173.743073	571.098389	-0.003806	-0.004385	0.004013	-0.160862	-0.081802	0.095173	2.340951	1.513263	4.053140	0.014065	0.024588	0.043565	1.927843	1.825357	0.268984	449.940669	2466.384277	6122.041992	0.758515	0.805517	0.355941	0.141674	0.083590	0.311382	0.015972	-0.013096	0.052386	5.935665	-91.409843	304.310791	191.016251	191.016251	0.000000	1.007417	1.007417	0.000000	5.326669	-173.743073	571.098389	2.340951	1.513263	4.053140	2.988140	2.987366	0.000631	4.106512	4.116724	0.006645	86.869751	87.013596	0.278885	4.848601	4.949000	0.092509	-3.318681	-3.310769	0.012949	0.000000	0.000000	0.000000	575.723572	575.727539	0.003580	0.002238	0.002256	0.000049	1685.871704	NaN	NaN	0.656782	0.658629	0.001006
