Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000000BKG.LAB	2/5/2025	09:28:14.395	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	191.086182	191.086182	NaN	1.015749	1.015749	NaN	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	3.813295	3.813295	NaN	4.271131	4.271131	NaN	87.189415	87.189415	NaN	4.883222	4.883222	NaN	-3.320879	-3.320879	NaN	0.000000	0.000000	NaN	565.706055	565.706055	NaN	0.002934	0.002934	NaN	NaN	NaN	NaN	0.640442	0.640442	NaN
FTIR_000001.LAB	2/5/2025	09:28:28.828	0.490515	0.245258	0.346847	0.000932	0.000466	0.000659	-0.136957	-0.068479	0.096843	-0.343192	-0.171596	0.242673	-0.004936	-0.002468	0.003490	0.003158	0.001579	0.002233	-0.371202	-0.185601	0.262479	-0.099648	-0.049824	0.070462	-0.157775	-0.078888	0.111564	0.058724	0.029362	0.041524	0.024295	0.012147	0.017179	191.086182	191.086182	0.000000	1.015749	1.015749	0.000000	0.490515	0.245258	0.346847	-0.343192	-0.171596	0.242673	3.813492	3.813394	0.000139	4.273027	4.272079	0.001341	87.069542	87.129478	0.084763	4.924767	4.903994	0.029377	-3.320879	-3.320879	0.000000	0.000000	0.000000	0.000000	565.707458	565.706787	0.000994	0.002882	0.002908	0.000037	1455.881104	NaN	NaN	0.641206	0.640824	0.000540
FTIR_000002.LAB	2/5/2025	09:28:41.662	0.641873	0.377463	0.335538	0.002883	0.001272	0.001472	0.102923	-0.011345	0.120342	0.792889	0.149899	0.582685	-0.018577	-0.007838	0.009623	0.001438	0.001532	0.001581	0.045393	-0.108603	0.228547	-0.030206	-0.043285	0.051095	0.033002	-0.041591	0.101963	0.077534	0.045419	0.040443	-0.396846	-0.124184	0.236445	191.086182	191.086182	0.000000	1.015749	1.015749	0.000000	0.641873	0.377463	0.335538	0.792889	0.149899	0.582685	3.813835	3.813541	0.000273	4.274062	4.272740	0.001487	86.909706	87.056221	0.140329	4.959387	4.922458	0.038135	-3.327472	-3.323077	0.003807	0.000000	0.000000	0.000000	565.706299	565.706604	0.000750	0.002956	0.002924	0.000038	1262.874146	NaN	NaN	0.641116	0.640922	0.000417
FTIR_000003.LAB	2/5/2025	09:31:48.381	-325.786013	-81.163406	163.081970	-0.003609	0.000052	0.002720	0.102984	0.017237	0.113677	-3.081776	-0.658020	1.684422	-0.002763	-0.006569	0.008256	0.013117	0.004428	0.005935	3.794496	0.867172	1.960451	-0.161122	-0.072744	0.072193	-0.090890	-0.053916	0.086825	0.082986	0.054811	0.037990	-213.468430	-53.460247	106.672302	190.933594	191.048035	0.076294	1.015749	1.015749	0.000000	-325.786013	-81.163406	163.081970	-3.081776	-0.658020	1.684422	3.813100	3.813431	0.000314	4.279580	4.274450	0.003629	86.190453	86.839783	0.447791	4.945539	4.928228	0.033207	-3.316483	-3.321429	0.004531	0.000000	0.000000	0.000000	565.688538	565.702087	0.009054	0.003059	0.002958	0.000074	NaN	NaN	NaN	0.641099	0.640966	0.000352
FTIR_000004.LAB	2/5/2025	09:32:01.184	-0.196968	-64.970116	145.800919	0.001506	0.000343	0.002444	-0.004057	0.012978	0.098907	-0.530953	-0.632606	1.459859	-0.004652	-0.006186	0.007201	0.005846	0.004712	0.005179	0.284726	0.750683	1.717665	-0.133917	-0.084979	0.068245	0.058944	-0.031344	0.090561	0.011606	0.046170	0.038154	-0.915375	-42.951271	95.322746	190.933594	191.025146	0.083576	1.015749	1.015749	0.000000	-0.196968	-64.970116	145.800919	-0.530953	-0.632606	1.459859	3.812782	3.813301	0.000397	4.280101	4.275580	0.004033	86.789833	86.829788	0.388441	4.831291	4.908841	0.052023	-3.323077	-3.321758	0.003992	0.000000	0.000000	0.000000	565.688171	565.699341	0.010011	0.002852	0.002936	0.000080	1430.502075	NaN	NaN	0.641321	0.641037	0.000344
FTIR_000005.LAB	2/5/2025	09:32:14.012	0.049089	-54.133579	133.082336	-0.002999	-0.000214	0.002577	-0.092346	-0.004576	0.098361	-0.302134	-0.577527	1.312689	0.000267	-0.005110	0.006959	-0.004206	0.003225	0.005892	-0.117254	0.606027	1.576658	-0.057437	-0.080388	0.062067	0.099232	-0.009581	0.096968	0.028494	0.043224	0.034881	0.264937	-35.748569	87.065582	190.933594	191.009888	0.083576	1.015749	1.015749	0.000000	0.049089	-54.133579	133.082336	-0.302134	-0.577527	1.312689	3.812605	3.813185	0.000455	4.280396	4.276383	0.004108	86.789833	86.823128	0.347815	4.789746	4.888992	0.067298	-3.325275	-3.322345	0.003849	0.000000	0.000000	0.000000	565.688721	565.697571	0.009942	0.002900	0.002930	0.000073	1322.507568	NaN	NaN	0.641489	0.641112	0.000359
FTIR_000006.LAB	2/5/2025	09:32:26.847	-0.462101	-46.466225	123.169029	0.001270	-0.000002	0.002418	-0.068401	-0.013694	0.092975	0.330178	-0.447855	1.246461	-0.002381	-0.004720	0.006436	0.002434	0.003112	0.005386	0.219737	0.550842	1.446672	-0.120012	-0.086049	0.058605	-0.087938	-0.020775	0.093342	-0.014266	0.035011	0.038550	-0.280442	-30.681696	80.602264	190.933594	190.998993	0.081562	1.015749	1.015749	0.000000	-0.462101	-46.466225	123.169029	0.330178	-0.447855	1.246461	3.812546	3.813094	0.000480	4.280433	4.276962	0.004051	86.030617	86.709915	0.436507	4.872836	4.886684	0.061737	-3.327472	-3.323077	0.004013	0.000000	0.000000	0.000000	565.688721	565.696289	0.009668	0.002802	0.002912	0.000082	1214.090210	NaN	NaN	0.641290	0.641138	0.000334
FTIR_000007.LAB	2/5/2025	09:32:39.684	-0.287875	-40.693932	115.195206	0.001614	0.000200	0.002310	-0.214099	-0.038744	0.111489	0.479892	-0.331887	1.199709	-0.014489	-0.005941	0.006887	-0.000914	0.002609	0.005186	0.228895	0.510599	1.344186	-0.109057	-0.088925	0.054864	-0.097239	-0.030333	0.090548	-0.072594	0.021561	0.052164	-0.324832	-26.887087	75.391075	190.933594	190.990814	0.078972	1.015749	1.015749	0.000000	-0.287875	-40.693932	115.195206	0.479892	-0.331887	1.199709	3.812508	3.813020	0.000491	4.280906	4.277455	0.004001	86.949669	86.739883	0.412921	4.990545	4.899667	0.067937	-3.323077	-3.323077	0.003715	0.000000	0.000000	0.000000	565.689453	565.695435	0.009271	0.002983	0.002921	0.000080	1729.293457	NaN	NaN	0.641071	0.641129	0.000311
FTIR_000008.LAB	2/5/2025	09:32:52.512	-0.344890	-36.210705	108.591385	0.003800	0.000600	0.002472	-0.120376	-0.047814	0.107780	-0.420658	-0.341750	1.122615	0.003795	-0.004859	0.007214	-0.000382	0.002277	0.004953	-0.370454	0.412704	1.291213	-0.080022	-0.087936	0.051406	-0.008966	-0.027959	0.084999	0.064628	0.026346	0.050863	-0.378321	-23.941669	71.073318	190.933594	190.984451	0.076294	1.015749	1.015749	0.000000	-0.344890	-36.210705	108.591385	-0.420658	-0.341750	1.122615	3.812724	3.812987	0.000470	4.281332	4.277886	0.003960	87.069542	86.776512	0.401579	4.886684	4.898224	0.063696	-3.316483	-3.322345	0.004112	0.000000	0.000000	0.000000	565.690430	565.694885	0.008831	0.003002	0.002930	0.000080	1639.523437	NaN	NaN	0.641061	0.641122	0.000291
FTIR_000009.LAB	2/5/2025	09:33:05.344	0.203708	-32.569263	103.026482	0.002744	0.000814	0.002427	-0.029464	-0.045979	0.101781	0.033597	-0.304216	1.065046	-0.008302	-0.005204	0.006888	0.000401	0.002089	0.004707	0.223470	0.393781	1.218838	0.002884	-0.078854	0.056337	0.173845	-0.007778	0.102443	-0.034237	0.020288	0.051640	-0.763283	-21.623831	67.408249	190.933594	190.979370	0.073707	1.015749	1.015749	0.000000	0.203708	-32.569263	103.026482	0.033597	-0.304216	1.065046	3.812947	3.812983	0.000443	4.282914	4.278389	0.004058	87.149460	86.813805	0.396556	4.983621	4.906764	0.065846	-3.312088	-3.321319	0.005054	0.000000	0.000000	0.000000	565.690125	565.694397	0.008460	0.002979	0.002935	0.000077	1455.386108	NaN	NaN	0.641915	0.641201	0.000372
