Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_003317.LAB	2/10/2025	11:51:10.263	-431.689635	-431.689636	NaN	-0.000284	-0.000284	NaN	0.200172	0.200172	NaN	-2.556872	-2.556872	NaN	-0.002132	-0.002132	NaN	-0.005009	-0.005009	NaN	9.896839	9.896839	NaN	-0.130604	-0.130604	NaN	0.143075	0.143075	NaN	0.064392	0.064392	NaN	-150.432849	-150.432846	NaN	190.997177	190.997177	NaN	1.009023	1.009023	NaN	-431.689635	-431.689636	NaN	-2.556872	-2.556872	NaN	3.803115	3.803115	NaN	4.221823	4.221823	NaN	86.190453	86.190453	NaN	4.841677	4.841677	NaN	-3.270330	-3.270330	NaN	0.000000	0.000000	NaN	589.672913	589.672913	NaN	0.003200	0.003200	NaN	NaN	NaN	NaN	0.634215	0.634215	NaN
FTIR_003318.LAB	2/10/2025	11:51:23.099	0.167062	-215.761292	305.368805	0.002331	0.001023	0.001849	-0.024643	0.087764	0.158968	1.752360	-0.402256	3.047087	0.000498	-0.000817	0.001859	-0.004408	-0.004708	0.000425	-16.829636	-3.466398	18.898472	-0.194686	-0.162645	0.045313	0.182499	0.162787	0.027877	-0.001042	0.031675	0.046269	0.031456	-75.200699	106.394325	190.997177	190.997177	0.000000	1.009023	1.009023	0.000000	0.167062	-215.761292	305.368805	1.752360	-0.402256	3.047087	3.803072	3.803093	0.000030	4.220490	4.221157	0.000942	86.350288	86.270370	0.113021	4.800133	4.820905	0.029376	-3.268132	-3.269231	0.001554	0.000000	0.000000	0.000000	589.670898	589.671875	0.001425	0.003218	0.003209	0.000013	2313.099854	NaN	NaN	0.633988	0.634102	0.000161
FTIR_003319BKG.LAB	2/10/2025	11:52:21.661	0.000000	-143.840866	249.284363	-0.000000	0.000682	0.001435	0.000000	0.058510	0.123300	0.000000	-0.268171	2.167096	-0.000000	-0.000545	0.001397	-0.000000	-0.003139	0.002735	-0.000000	-2.310932	13.512269	0.000000	-0.108430	0.099219	-0.000000	0.108525	0.096030	-0.000000	0.021117	0.037481	-0.000000	-50.133801	86.861519	190.997177	190.997177	0.000000	1.009023	1.009023	0.000000	0.000000	-143.840866	249.284363	0.000000	-0.268171	2.167096	3.803556	3.803248	0.000268	4.218009	4.220108	0.001936	85.471199	86.003975	0.468272	4.841677	4.827829	0.023986	-3.268132	-3.268865	0.001269	0.000000	0.000000	0.000000	589.668457	589.670715	0.002232	0.003183	0.003201	0.000018	1835.959106	NaN	NaN	0.634072	0.634092	0.000115
FTIR_003320.LAB	2/10/2025	11:52:35.935	0.092102	-107.857620	215.888031	0.002510	0.001139	0.001486	0.173501	0.087258	0.115936	-0.949277	-0.438447	1.801901	-0.004687	-0.001580	0.002364	-0.004883	-0.003575	0.002397	-0.145601	-1.769599	11.085716	0.081379	-0.060978	0.124779	0.005220	0.082699	0.093893	0.057613	0.030241	0.035631	-0.277998	-37.669849	75.175461	190.997177	190.997177	0.000000	1.009023	1.009023	0.000000	0.092102	-107.857620	215.888031	-0.949277	-0.438447	1.801901	3.803801	3.803386	0.000353	4.215368	4.218923	0.002848	86.310333	86.080566	0.411884	4.949001	4.858122	0.063673	-3.268132	-3.268682	0.001099	0.000000	0.000000	0.000000	589.689758	589.675476	0.009674	0.003105	0.003177	0.000050	2013.835083	NaN	NaN	0.633697	0.633993	0.000218
FTIR_003321.LAB	2/10/2025	11:52:48.770	0.171732	-86.251755	193.105652	-0.000803	0.000751	0.001552	-0.126048	0.044596	0.138494	-1.263862	-0.603530	1.603558	0.001676	-0.000929	0.002513	-0.000752	-0.003010	0.002430	-0.097452	-1.435170	9.629592	0.060109	-0.036760	0.120871	0.001690	0.066497	0.089019	0.065158	0.037224	0.034583	0.220553	-30.091770	67.272949	190.997177	190.997177	0.000000	1.009023	1.009023	0.000000	0.171732	-86.251755	193.105652	-1.263862	-0.603530	1.603558	3.803607	3.803430	0.000321	4.214035	4.217945	0.003296	86.470161	86.158485	0.396980	4.938614	4.874220	0.065852	-3.259341	-3.266813	0.004284	0.000000	0.000000	0.000000	589.689087	589.678223	0.010348	0.003248	0.003191	0.000054	1560.551636	NaN	NaN	0.633049	0.633804	0.000463
FTIR_003322.LAB	2/10/2025	11:53:01.572	0.467072	-71.798615	176.309952	-0.005792	-0.000340	0.003011	0.086616	0.051600	0.125055	-0.236667	-0.542386	1.442064	0.005500	0.000142	0.003455	0.000358	-0.002449	0.002572	-0.016763	-1.198769	8.632413	0.115093	-0.011451	0.124624	-0.013355	0.053188	0.086036	0.040784	0.037818	0.030966	-1.403348	-25.310366	61.300003	190.997177	190.997177	0.000000	1.009023	1.009023	0.000000	0.467072	-71.798615	176.309952	-0.236667	-0.542386	1.442064	3.803669	3.803470	0.000303	4.213424	4.217192	0.003478	85.950706	86.123848	0.365062	4.803595	4.862449	0.065578	-3.257143	-3.265202	0.005502	0.000000	0.000000	0.000000	589.689392	589.680115	0.010318	0.003134	0.003182	0.000053	1386.421387	NaN	NaN	0.633345	0.633728	0.000454
FTIR_003323.LAB	2/10/2025	11:55:03.506	-65.266620	-65.266617	NaN	-0.005763	-0.005763	NaN	0.191059	0.191059	NaN	5.071854	5.071854	NaN	-0.001448	-0.001448	NaN	-0.004264	-0.004264	NaN	18.046189	18.046188	NaN	0.157258	0.157258	NaN	0.080026	0.080026	NaN	0.024326	0.024326	NaN	7.829924	7.829924	NaN	191.147812	191.147812	NaN	1.009003	1.009003	NaN	-65.266620	-65.266617	NaN	5.071854	5.071854	NaN	3.805021	3.805021	NaN	4.207239	4.207239	NaN	86.190453	86.190453	NaN	4.796670	4.796670	NaN	-3.281319	-3.281319	NaN	0.000000	0.000000	NaN	589.684875	589.684875	NaN	0.003178	0.003178	NaN	NaN	NaN	NaN	0.633315	0.633315	NaN
FTIR_003324.LAB	2/10/2025	11:55:16.346	0.088563	-32.589027	46.213089	0.000193	-0.002785	0.004211	0.212968	0.202013	0.015492	-0.031277	2.520288	3.608458	0.004533	0.001542	0.004229	0.001289	-0.001487	0.003926	-0.864481	8.590854	13.371862	0.026351	0.091805	0.092565	0.068690	0.074358	0.008015	-0.059746	-0.017710	0.059448	-0.328033	3.750945	5.768547	191.155060	191.151428	0.005125	1.009003	1.009003	0.000000	0.088563	-32.589027	46.213089	-0.031277	2.520288	3.608458	3.805552	3.805286	0.000375	4.206606	4.206923	0.000448	86.270370	86.230408	0.056510	4.928228	4.862450	0.093026	-3.279121	-3.280220	0.001554	0.000000	0.000000	0.000000	589.687683	589.686279	0.001985	0.003227	0.003203	0.000035	1420.259033	NaN	NaN	0.633606	0.633460	0.000206
FTIR_003325.LAB	2/10/2025	11:55:29.177	-0.914753	-22.030935	37.446556	0.000091	-0.001826	0.003409	0.017062	0.140363	0.107342	-1.019727	1.340283	3.269208	0.005172	0.002752	0.003652	0.004784	0.000603	0.004562	-0.711094	5.490204	10.874072	0.027162	0.070257	0.075346	0.109555	0.086090	0.021096	0.008512	-0.008969	0.044679	0.170969	2.557620	4.572761	191.156128	191.153000	0.004525	1.009003	1.009003	0.000000	-0.914753	-22.030935	37.446556	-1.019727	1.340283	3.269208	3.805303	3.805292	0.000265	4.206120	4.206655	0.000561	85.870789	86.110535	0.211439	4.803595	4.842831	0.074037	-3.270330	-3.276923	0.005815	0.000000	0.000000	0.000000	589.688843	589.687134	0.002040	0.003119	0.003175	0.000054	1208.313599	NaN	NaN	0.632781	0.633234	0.000419
FTIR_003326.LAB	2/10/2025	11:55:42.011	0.599517	-16.373322	32.601601	0.000933	-0.001136	0.003107	0.130042	0.137783	0.087796	-0.001882	1.004742	2.752363	-0.002561	0.001424	0.003994	-0.002052	-0.000061	0.003955	-0.626572	3.961010	9.390635	-0.061287	0.037371	0.090059	-0.019269	0.059750	0.055424	-0.074016	-0.025231	0.048873	0.565843	2.059676	3.864180	191.156128	191.153778	0.004012	1.009003	1.009003	0.000000	0.599517	-16.373322	32.601601	-0.001882	1.004742	2.752363	3.805361	3.805309	0.000219	4.205662	4.206407	0.000676	85.950706	86.070580	0.190238	4.762050	4.822636	0.072703	-3.263736	-3.273626	0.008125	0.000000	0.000000	0.000000	589.686401	589.686951	0.001705	0.003125	0.003162	0.000051	1295.635742	NaN	NaN	0.633306	0.633252	0.000344
