Data from HR4C17961__0__18-03-10-063.txt Node

Date: Tue Jan 27 18:03:10 PST 2026
User: Hanson
Spectrometer: HR4C1796
Trigger mode: 4
Integration Time (sec): 2.000000E0
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
323.441	-306.89
323.507	-306.89
323.572	-306.89
323.638	-298.09
323.704	47.11
323.769	71.71
323.835	42.31
323.901	-45.09
323.966	34.51
324.032	27.51
324.098	-70.69
324.163	-42.69
324.229	-28.89
324.295	13.91
324.36	63.51
324.426	35.91
324.492	-44.89
324.557	-57.09
324.623	2.51
324.689	-2.49
324.754	21.31
324.82	39.91
324.886	40.71
324.951	11.71
325.017	10.31
325.082	0.71
325.148	-27.49
325.214	102.71
325.279	18.51
325.345	24.51
325.41	56.51
325.476	-7.49
325.542	6.71
325.607	15.11
325.673	19.11
325.738	-25.09
325.804	-57.29
325.87	-3.29
325.935	10.91
326.001	3.11
326.066	-54.09
326.132	16.51
326.198	65.11
326.263	38.91
326.329	-18.89
326.394	5.91
326.46	15.91
326.525	-41.89
326.591	0.31
326.657	31.31
326.722	-1.09
326.788	-55.49
326.853	-11.69
326.919	90.11
326.984	-11.69
327.05	18.71
327.115	-34.49
327.181	27.31
327.247	-9.69
327.312	99.91
327.378	59.31
327.443	45.51
327.509	42.91
327.574	-52.09
327.64	-4.29
327.705	57.51
327.771	2.71
327.836	-62.49
327.902	-29.29
327.967	-8.69
328.033	-62.69
328.098	-11.29
328.164	-24.09
328.229	-23.29
328.295	34.91
328.36	5.51
328.426	-16.69
328.491	-8.29
328.557	-8.89
328.622	30.91
328.688	22.31
328.753	33.71
328.819	51.51
328.884	68.91
328.95	-9.69
329.015	56.51
329.081	12.71
329.146	3.31
329.211	39.31
329.277	31.91
329.342	55.91
329.408	41.91
329.473	23.71
329.539	3.71
329.604	26.71
329.67	-18.29
329.735	87.91
329.8	16.11
329.866	23.11
329.931	15.51
329.997	33.91
330.062	-13.89
330.128	-37.69
330.193	4.71
330.258	33.91
330.324	12.51
330.389	-55.09
330.455	-23.69
330.52	-15.89
330.585	-46.69
330.651	-27.29
330.716	30.91
330.782	24.51
330.847	31.31
330.912	-37.69
330.978	24.31
331.043	32.51
331.109	-5.29
331.174	-15.09
331.239	25.51
331.305	-19.29
331.37	31.51
331.435	-3.69
331.501	-6.49
331.566	-71.89
331.632	40.11
331.697	74.11
331.762	4.11
331.828	18.11
331.893	0.31
331.958	22.51
332.024	-15.89
332.089	-15.49
332.154	2.71
332.22	35.51
332.285	62.71
332.35	55.31
332.416	9.51
332.481	-25.49
332.546	6.31
332.612	-23.09
332.677	25.91
332.742	58.51
332.808	18.11
332.873	-0.49
332.938	23.91
333.003	-34.29
333.069	-18.69
333.134	-67.29
333.199	-37.69
333.265	-42.69
333.33	-4.49
333.395	20.91
333.461	3.11
333.526	-40.69
333.591	-31.29
333.656	-10.29
333.722	-9.29
333.787	78.11
333.852	27.51
333.917	17.11
333.983	19.51
334.048	-28.89
334.113	-19.09
334.178	68.51
334.244	-32.09
334.309	-28.29
334.374	-33.49
334.439	-5.29
334.505	-23.09
334.57	-8.89
334.635	-56.89
334.7	-58.69
334.766	125.11
334.831	-42.49
334.896	-10.69
334.961	-40.89
335.027	-47.29
335.092	-70.69
335.157	-31.69
335.222	40.71
335.287	68.91
335.353	-22.69
335.418	-6.89
335.483	19.71
335.548	9.11
335.613	-41.09
335.679	-51.29
335.744	-50.69
335.809	-3.29
335.874	24.91
335.939	23.31
336.005	33.31
336.07	37.11
336.135	-34.69
336.2	-78.69
336.265	20.91
336.33	11.71
336.396	33.31
336.461	-31.49
336.526	14.91
336.591	-2.09
336.656	69.71
336.721	35.71
336.787	-19.29
336.852	8.71
336.917	-32.49
336.982	-18.09
337.047	-23.09
337.112	79.31
337.177	-18.49
337.243	-40.29
337.308	-26.29
337.373	-19.69
337.438	-41.29
337.503	-37.29
337.568	-71.09
337.633	3.91
337.698	17.71
337.763	29.71
337.829	9.11
337.894	49.71
337.959	-27.09
338.024	-8.09
338.089	2.11
338.154	8.11
338.219	-27.89
338.284	47.31
338.349	-39.89
338.414	32.91
338.479	-2.09
338.545	34.31
338.61	-42.29
338.675	30.91
338.74	-8.89
338.805	6.51
338.87	26.51
338.935	44.11
339	13.11
339.065	-32.29
339.13	-44.69
339.195	123.51
339.26	0.11
339.325	-47.49
339.39	6.31
339.455	29.31
339.52	-65.49
339.585	-18.69
339.65	-11.49
339.716	40.71
339.781	25.31
339.846	-19.09
339.911	-32.89
339.976	-11.09
340.041	-86.69
340.106	-7.09
340.171	-14.49
340.236	146.31
340.301	-7.49
340.366	-32.49
340.431	-59.29
340.496	-24.49
340.561	22.71
340.626	-27.09
340.691	23.91
340.756	48.11
340.821	-29.29
340.886	-24.69
340.951	-14.09
341.016	35.71
341.08	-55.09
341.145	52.11
341.21	-13.09
341.275	20.31
341.34	6.91
341.405	3.71
341.47	-17.69
341.535	-5.69
341.6	-44.89
341.665	-33.69
341.73	40.51
341.795	-6.69
341.86	-17.09
341.925	-46.89
341.99	57.71
342.055	100.91
342.12	17.91
342.185	-58.09
342.25	49.71
342.314	103.31
342.379	96.91
342.444	-33.89
342.509	-19.09
342.574	43.91
342.639	-72.29
342.704	-42.09
342.769	-2.29
342.834	11.71
342.899	-28.09
342.964	-4.49
343.028	-1.09
343.093	1.51
343.158	-28.49
343.223	-0.09
343.288	135.51
343.353	56.11
343.418	-46.89
343.483	-46.69
343.547	29.91
343.612	90.31
343.677	-10.29
343.742	-52.49
343.807	-14.49
343.872	33.91
343.937	-25.69
344.001	34.71
344.066	56.31
344.131	1.11
344.196	-3.29
344.261	-18.09
344.326	-5.69
344.391	29.51
344.455	3.91
344.52	19.11
344.585	3.11
344.65	10.31
344.715	-57.09
344.779	-50.29
344.844	40.11
344.909	43.71
344.974	-34.09
345.039	-37.69
345.104	-17.09
345.168	24.71
345.233	-36.49
345.298	29.51
345.363	13.91
345.428	-66.49
345.492	-61.49
345.557	-8.29
345.622	12.51
345.687	49.11
345.751	-3.69
345.816	-65.89
345.881	-0.69
345.946	31.51
346.011	-22.29
346.075	40.51
346.14	-28.29
346.205	-1.69
346.27	14.91
346.334	-11.29
346.399	-19.69
346.464	62.91
346.529	-44.89
346.593	-5.69
346.658	54.31
346.723	12.91
346.788	-55.09
346.852	-7.69
346.917	-19.09
346.982	48.51
347.046	21.11
347.111	50.91
347.176	28.51
347.241	15.71
347.305	-48.89
347.37	0.31
347.435	-37.89
347.499	-22.89
347.564	9.31
347.629	-14.49
347.694	47.31
347.758	83.11
347.823	-10.89
347.888	3.11
347.952	10.71
348.017	-17.29
348.082	-3.89
348.146	9.91
348.211	-23.49
348.276	12.31
348.34	-7.69
348.405	-56.29
348.47	16.71
348.534	16.51
348.599	-12.49
348.664	12.11
348.728	-19.29
348.793	7.91
348.858	26.91
348.922	30.91
348.987	67.11
349.052	40.71
349.116	-38.09
349.181	36.51
349.245	61.11
349.31	51.11
349.375	-54.89
349.439	-12.29
349.504	117.11
349.569	-15.29
349.633	55.91
349.698	26.51
349.762	-18.29
349.827	-37.29
349.892	-81.29
349.956	17.31
350.021	-2.69
350.085	3.71
350.15	-27.69
350.215	-11.29
350.279	-29.69
350.344	17.71
350.408	43.31
350.473	42.11
350.538	36.11
350.602	16.31
350.667	99.11
350.731	-4.09
350.796	-6.09
350.86	-52.89
350.925	2.11
350.989	-13.49
351.054	-11.89
351.119	63.31
351.183	10.31
351.248	-38.49
351.312	-66.49
351.377	36.91
351.441	22.31
351.506	-10.29
351.57	-53.89
351.635	47.71
351.699	-45.29
351.764	40.11
351.829	73.51
351.893	-30.09
351.958	-40.09
352.022	6.11
352.087	-13.69
352.151	37.51
352.216	48.91
352.28	27.11
352.345	9.11
352.409	32.11
352.474	9.11
352.538	-7.89
352.603	10.11
352.667	86.71
352.732	31.51
352.796	-31.09
352.861	51.31
352.925	40.51
352.989	38.51
353.054	-31.29
353.118	24.51
353.183	83.71
