Data from HR4C17961__1__18-09-58-593.txt Node

Date: Tue Jan 27 18:09:58 PST 2026
User: Hanson
Spectrometer: HR4C1796
Trigger mode: 4
Integration Time (sec): 5.000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
323.441	-16.79
323.507	-16.79
323.572	-16.79
323.638	-12.89
323.704	-1.29
323.769	3.91
323.835	1.81
323.901	0.21
323.966	0.01
324.032	-0.09
324.098	-0.99
324.163	0.01
324.229	-1.29
324.295	-0.29
324.36	6.61
324.426	-1.79
324.492	-3.09
324.557	-4.99
324.623	7.11
324.689	0.61
324.754	-0.49
324.82	0.21
324.886	5.41
324.951	-1.09
325.017	3.91
325.082	-1.39
325.148	1.41
325.214	-0.19
325.279	0.81
325.345	0.21
325.41	-3.49
325.476	-4.29
325.542	1.01
325.607	2.71
325.673	1.51
325.738	-0.39
325.804	-3.59
325.87	4.31
325.935	2.11
326.001	2.01
326.066	6.01
326.132	-0.49
326.198	1.61
326.263	3.31
326.329	0.71
326.394	0.61
326.46	2.91
326.525	-1.89
326.591	-0.39
326.657	5.11
326.722	-0.19
326.788	-3.29
326.853	-0.19
326.919	0.51
326.984	-0.29
327.05	-4.29
327.115	-3.39
327.181	-0.19
327.247	2.01
327.312	4.71
327.378	13.51
327.443	7.51
327.509	6.61
327.574	-3.59
327.64	7.51
327.705	4.61
327.771	-0.29
327.836	0.11
327.902	2.51
327.967	0.71
328.033	0.11
328.098	2.81
328.164	2.81
328.229	-1.59
328.295	4.11
328.36	-1.49
328.426	-0.29
328.491	6.61
328.557	1.21
328.622	-1.69
328.688	5.41
328.753	7.01
328.819	-1.29
328.884	7.71
328.95	0.51
329.015	4.21
329.081	3.41
329.146	-2.49
329.211	4.11
329.277	5.31
329.342	-0.89
329.408	0.91
329.473	2.21
329.539	-2.09
329.604	-0.29
329.67	2.31
329.735	2.71
329.8	1.71
329.866	1.01
329.931	-0.99
329.997	1.61
330.062	-3.19
330.128	-2.79
330.193	2.71
330.258	6.31
330.324	0.31
330.389	-0.89
330.455	-1.19
330.52	8.81
330.585	1.01
330.651	1.41
330.716	3.31
330.782	2.11
330.847	-0.19
330.912	4.11
330.978	3.31
331.043	3.41
331.109	-5.29
331.174	4.01
331.239	-1.59
331.305	5.71
331.37	-1.59
331.435	0.81
331.501	1.91
331.566	-5.39
331.632	-2.59
331.697	6.21
331.762	1.11
331.828	2.51
331.893	5.81
331.958	3.31
332.024	1.41
332.089	-5.09
332.154	2.41
332.22	2.41
332.285	8.71
332.35	4.91
332.416	11.31
332.481	5.41
332.546	8.31
332.612	2.81
332.677	0.01
332.742	3.01
332.808	1.11
332.873	-0.69
