Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_008852.LAB	9/27/2024	17:19:31.811	-2138.868253	-2138.868164	NaN	-0.000501	-0.000501	NaN	-0.192191	-0.192191	NaN	4.859637	4.859637	NaN	0.143383	0.143383	NaN	0.496622	0.496622	NaN	12537.583815	12537.583984	NaN	1.224613	1.224613	NaN	0.547151	0.547152	NaN	-0.018523	-0.018523	NaN	-990.881242	-990.881226	NaN	190.882736	190.882736	NaN	0.991335	0.991335	NaN	-2138.868253	-2138.868164	NaN	4.859637	4.859637	NaN	3.895031	3.895031	NaN	4.173253	4.173253	NaN	86.749870	86.749870	NaN	4.952463	4.952463	NaN	-3.274725	-3.274725	NaN	0.000000	0.000000	NaN	584.681458	584.681458	NaN	0.002330	0.002330	NaN	NaN	NaN	NaN	0.720101	0.720101	NaN
FTIR_008853.LAB	9/27/2024	17:19:44.641	8.239787	-1065.314209	1518.234619	-0.005412	-0.002956	0.003473	0.055713	-0.068239	0.175295	1.227150	3.043393	2.568557	0.000755	0.072069	0.100853	0.835776	0.666199	0.239818	4595.624347	8566.604492	5615.813477	0.397487	0.811050	0.584866	-0.110060	0.218546	0.464719	0.015372	-0.001575	0.023967	0.123314	-495.378967	700.746033	190.882736	190.882736	0.000000	0.991335	0.991335	0.000000	8.239787	-1065.314209	1518.234619	1.227150	3.043393	2.568557	3.897421	3.896226	0.001690	4.171852	4.172552	0.000990	86.590042	86.669952	0.113016	4.772436	4.862450	0.127298	-3.283516	-3.279121	0.006216	0.000000	0.000000	0.000000	584.681274	584.681396	0.000136	0.002271	0.002301	0.000042	1728.067749	NaN	NaN	0.719748	0.719924	0.000250
FTIR_008854.LAB	9/27/2024	17:19:57.483	7.486437	-707.714050	1239.415894	-0.001001	-0.002304	0.002703	-0.236500	-0.124326	0.157485	2.099884	2.728890	1.896174	0.007997	0.050712	0.080337	0.903631	0.745343	0.218054	4763.433021	7298.880859	4537.625977	0.321995	0.648032	0.500759	-0.175009	0.087361	0.399513	-0.054320	-0.019157	0.034851	-0.112986	-330.290314	572.088562	190.882736	190.882736	0.000000	0.991335	0.991335	0.000000	7.486437	-707.714050	1239.415894	2.099884	2.728890	1.896174	3.899499	3.897317	0.002236	4.170156	4.171753	0.001551	85.750908	86.363609	0.536597	4.793209	4.839369	0.098491	-3.290110	-3.282784	0.007718	0.000000	0.000000	0.000000	584.682129	584.681641	0.000451	0.002098	0.002233	0.000120	1855.064819	NaN	NaN	0.719543	0.719797	0.000282
FTIR_008855.LAB	9/27/2024	17:20:10.307	6.292975	-529.212280	1073.104248	-0.003089	-0.002500	0.002241	-0.063669	-0.109162	0.132114	-0.026862	2.039952	2.072565	0.001239	0.038344	0.070104	0.899677	0.783926	0.194044	4765.139967	6665.445801	3915.566406	0.415317	0.589853	0.425102	-0.313153	-0.012768	0.382766	0.003078	-0.013598	0.030550	-0.126135	-247.749268	495.421326	190.882736	190.882736	0.000000	0.991335	0.991335	0.000000	6.292975	-529.212280	1073.104248	-0.026862	2.039952	2.072565	3.900676	3.898157	0.002481	4.167985	4.170811	0.002270	85.631035	86.180466	0.571072	4.789746	4.826963	0.084158	-3.290110	-3.284615	0.007289	0.000000	0.000000	0.000000	584.677979	584.680725	0.001858	0.002203	0.002226	0.000100	1515.505859	NaN	NaN	0.719433	0.719706	0.000294
FTIR_008856.LAB	9/27/2024	17:20:23.142	5.356053	-422.298645	959.592224	-0.005722	-0.003145	0.002417	-0.130145	-0.113358	0.114798	1.014526	1.834867	1.852551	0.017958	0.034266	0.061393	0.856209	0.798383	0.171128	4764.499468	6285.256836	3495.921143	0.403303	0.552543	0.377484	-0.159585	-0.042131	0.337925	-0.058937	-0.022666	0.033333	0.974581	-198.004486	443.231781	190.882736	190.882736	0.000000	0.991335	0.991335	0.000000	5.356053	-422.298645	959.592224	1.014526	1.834867	1.852551	3.903565	3.899239	0.003235	4.166674	4.169984	0.002700	85.591080	86.062584	0.560417	4.938614	4.849294	0.088347	-3.292308	-3.286154	0.007189	0.000000	0.000000	0.000000	584.678589	584.680298	0.001868	0.002214	0.002223	0.000086	1496.847534	NaN	NaN	0.718751	0.719515	0.000497
FTIR_008857.LAB	9/27/2024	17:20:35.981	4.071359	-351.236969	875.758179	-0.004292	-0.003336	0.002212	-0.082467	-0.108210	0.103450	1.703886	1.813037	1.657835	0.002382	0.028952	0.056433	0.808081	0.799999	0.153113	4867.724207	6049.001465	3179.948242	0.328620	0.515222	0.349789	-0.316330	-0.087831	0.322313	0.025805	-0.014588	0.035784	-0.039019	-165.010239	404.592682	190.882736	190.882736	0.000000	0.991335	0.991335	0.000000	4.071359	-351.236969	875.758179	1.703886	1.813037	1.657835	3.908378	3.900762	0.004722	4.165440	4.169226	0.003045	86.350288	86.110535	0.514829	4.803595	4.841677	0.081192	-3.292308	-3.287179	0.006904	0.000000	0.000000	0.000000	584.676086	584.679565	0.002394	0.002219	0.002223	0.000077	1467.965332	NaN	NaN	0.718634	0.719368	0.000572
FTIR_008858.LAB	9/27/2024	17:20:48.808	4.206987	-300.459259	810.663635	0.001286	-0.002676	0.002670	0.072761	-0.082357	0.116606	1.749950	1.804024	1.513577	0.004129	0.025406	0.052364	0.755797	0.793685	0.140767	4912.879467	5886.698242	2934.471191	0.330259	0.488799	0.326875	-0.121628	-0.092659	0.294507	-0.055478	-0.020429	0.036137	0.754290	-141.329605	374.617340	190.882736	190.882721	0.000016	0.991335	0.991335	0.000000	4.206987	-300.459259	810.663635	1.749950	1.804024	1.513577	3.910454	3.902147	0.005657	4.162770	4.168304	0.003699	86.510124	86.167618	0.493644	4.903994	4.850579	0.077771	-3.290110	-3.287598	0.006399	0.000000	0.000000	0.000000	584.675110	584.678894	0.002764	0.002134	0.002210	0.000078	1864.128052	NaN	NaN	0.718028	0.719177	0.000728
FTIR_008859.LAB	9/27/2024	17:21:01.640	3.186947	-262.503479	758.167908	-0.005620	-0.003044	0.002682	0.122757	-0.056718	0.130052	1.978988	1.825895	1.402665	0.008016	0.023232	0.048868	0.754670	0.788808	0.131053	4921.719230	5766.075684	2738.130615	0.309106	0.466337	0.309224	-0.306213	-0.119353	0.282921	0.003136	-0.017483	0.034479	0.241286	-123.633240	350.421356	190.882736	190.882721	0.000016	0.991335	0.991335	0.000000	3.186947	-262.503479	758.167908	1.978988	1.825895	1.402665	3.910011	3.903130	0.005930	4.158924	4.167131	0.004767	85.990662	86.145500	0.461288	4.945539	4.862449	0.079444	-3.281319	-3.286813	0.006326	0.000000	0.000000	0.000000	584.674011	584.678284	0.003097	0.002054	0.002190	0.000091	1515.607666	NaN	NaN	0.717740	0.718997	0.000844
FTIR_008860.LAB	9/27/2024	17:21:14.480	2.988889	-233.004333	714.701294	-0.008368	-0.003635	0.003073	0.122577	-0.036796	0.135540	1.400448	1.778623	1.319714	0.002615	0.020941	0.046225	0.897737	0.800911	0.127853	4886.655564	5668.362305	2578.007080	0.456603	0.465256	0.289271	-0.129436	-0.120474	0.264670	0.053039	-0.009648	0.039910	0.897277	-109.796516	330.407043	190.882736	190.882721	0.000016	0.991335	0.991335	0.000000	2.988889	-233.004333	714.701294	1.400448	1.778623	1.319714	3.909711	3.903861	0.005965	4.155867	4.165880	0.005830	86.789833	86.217094	0.481993	4.800133	4.855525	0.077162	-3.274725	-3.285470	0.007159	0.000000	0.000000	0.000000	584.672241	584.677612	0.003537	0.002063	0.002176	0.000095	1296.841919	NaN	NaN	0.717094	0.718786	0.001012
FTIR_008861.LAB	9/27/2024	17:21:27.305	5.444912	-209.159424	678.032776	-0.003039	-0.003576	0.002904	-0.168993	-0.050016	0.134452	3.187000	1.919461	1.321545	0.003677	0.019215	0.043922	0.822759	0.803096	0.120739	4888.580408	5590.384277	2443.044922	0.343797	0.453110	0.275419	-0.125188	-0.120945	0.249538	-0.048434	-0.013526	0.039576	-0.087665	-98.825630	313.436676	190.901276	190.884567	0.005863	0.991335	0.991335	0.000000	5.444912	-209.159424	678.032776	3.187000	1.919461	1.321545	3.905779	3.904053	0.005656	4.150767	4.164369	0.007283	86.350288	86.230415	0.456375	4.786284	4.848601	0.075972	-3.263736	-3.283297	0.009633	0.000000	0.000000	0.000000	584.672852	584.677124	0.003664	0.002248	0.002184	0.000092	1299.693359	NaN	NaN	0.716900	0.718597	0.001126
