Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000001.LAB	10/3/2024	07:48:26.952	-1689.513812	-1689.513794	NaN	0.004006	0.004006	NaN	-0.088844	-0.088844	NaN	-6.352844	-6.352844	NaN	0.156710	0.156710	NaN	1.218474	1.218474	NaN	21218.583083	21218.583984	NaN	1.295869	1.295869	NaN	0.840308	0.840308	NaN	-0.097300	-0.097300	NaN	-788.335318	-788.335327	NaN	191.035324	191.035324	NaN	0.992299	0.992299	NaN	-1689.513812	-1689.513794	NaN	-6.352844	-6.352844	NaN	3.570914	3.570914	NaN	4.217677	4.217677	NaN	86.550079	86.550079	NaN	4.955925	4.955925	NaN	-3.329670	-3.329670	NaN	0.000000	0.000000	NaN	591.744751	591.744751	NaN	0.002135	0.002135	NaN	NaN	NaN	NaN	0.735239	0.735239	NaN
FTIR_000002.LAB	10/3/2024	07:48:39.782	1.833648	-843.840088	1195.963257	-0.008149	-0.002071	0.008595	0.199605	0.055381	0.203964	5.291667	-0.530589	8.233912	0.006760	0.081735	0.106031	1.924578	1.571526	0.499291	680.067180	10949.325195	14522.923828	0.464618	0.880244	0.587784	-0.161938	0.339185	0.708695	-0.009270	-0.053285	0.062247	1.415808	-393.459747	558.438416	191.032150	191.033737	0.002244	0.992299	0.992299	0.000000	1.833648	-843.840088	1195.963257	5.291667	-0.530589	8.233912	3.571564	3.571239	0.000459	4.216627	4.217152	0.000742	86.310333	86.430206	0.169526	4.862450	4.909187	0.066097	-3.336264	-3.332967	0.004662	0.000000	0.000000	0.000000	591.742676	591.743713	0.001467	0.002135	0.002135	0.000000	1533.247070	NaN	NaN	0.734408	0.734824	0.000587
FTIR_000003.LAB	10/3/2024	07:48:52.620	1.788199	-561.963989	976.486755	-0.006889	-0.003677	0.006684	0.282739	0.131167	0.195016	5.643240	1.527354	6.826715	0.008136	0.057202	0.086179	2.128518	1.757190	0.477556	316.929870	7405.193359	11964.125000	0.819181	0.859889	0.417118	-0.203901	0.158156	0.591133	-0.038523	-0.048364	0.044833	2.505098	-261.471466	456.277832	190.997177	191.021545	0.021168	0.992299	0.992299	0.000000	1.788199	-561.963989	976.486755	5.643240	1.527354	6.826715	3.572462	3.571647	0.000777	4.215652	4.216652	0.001013	86.110535	86.323647	0.220075	4.876297	4.898224	0.050448	-3.345055	-3.336996	0.007718	0.000000	0.000000	0.000000	591.740173	591.742493	0.002293	0.002157	0.002142	0.000012	1577.527710	NaN	NaN	0.734531	0.734726	0.000448
FTIR_000004.LAB	10/3/2024	07:49:05.449	4.238885	-420.413269	846.067810	-0.003149	-0.003545	0.005463	0.468360	0.215465	0.231903	4.217357	2.199855	5.733968	0.003432	0.043760	0.075326	2.130047	1.850404	0.432198	234.005523	5612.396484	10405.928711	0.624313	0.800995	0.360369	-0.378873	0.023899	0.552322	-0.018719	-0.040953	0.039493	0.909242	-195.876282	394.973236	190.959030	191.005920	0.035720	0.992299	0.992299	0.000000	4.238885	-420.413269	846.067810	4.217357	2.199855	5.733968	3.573035	3.571994	0.000941	4.214483	4.216110	0.001364	86.829788	86.450180	0.310375	5.129027	4.955925	0.122532	-3.347253	-3.339561	0.008125	0.000000	0.000000	0.000000	591.741028	591.742126	0.002018	0.002115	0.002135	0.000017	1850.405396	NaN	NaN	0.734105	0.734571	0.000480
FTIR_000005.LAB	10/3/2024	07:49:18.282	6.090758	-335.112488	757.135559	-0.001584	-0.003153	0.004812	0.334467	0.239265	0.207765	5.267248	2.813334	5.151754	0.005214	0.036051	0.067474	2.130521	1.906428	0.394702	190.730513	4528.063477	9332.277344	0.560892	0.752975	0.330044	-0.471565	-0.075194	0.527154	-0.076332	-0.048029	0.037684	1.792488	-156.342529	353.295197	190.959030	190.996552	0.037372	0.992299	0.992299	0.000000	6.090758	-335.112488	757.135559	5.267248	2.813334	5.151754	3.573026	3.572200	0.000936	4.213240	4.215536	0.001744	86.230415	86.406227	0.286198	4.855525	4.935845	0.115224	-3.345055	-3.340659	0.007453	0.000000	0.000000	0.000000	591.740601	591.741821	0.001881	0.002129	0.002134	0.000015	1526.500122	NaN	NaN	0.734063	0.734469	0.000474
FTIR_000006.LAB	10/3/2024	07:49:31.120	7.347601	-278.035797	691.483826	-0.004347	-0.003352	0.004332	0.199494	0.232637	0.186539	3.354352	2.903503	4.613160	0.005169	0.030904	0.061653	2.124514	1.942775	0.364086	181.105592	3803.570312	8533.607422	0.576666	0.723590	0.303849	-0.551886	-0.154642	0.510084	-0.009491	-0.041606	0.037197	2.176036	-129.922775	322.555420	190.959030	190.990295	0.036768	0.992299	0.992299	0.000000	7.347601	-278.035797	691.483826	3.354352	2.903503	4.613160	3.573280	3.572380	0.000946	4.212053	4.214955	0.002111	87.189415	86.536751	0.409582	4.852063	4.921881	0.108587	-3.336264	-3.339927	0.006904	0.000000	0.000000	0.000000	591.740051	591.741516	0.001835	0.002117	0.002131	0.000015	2792.465088	NaN	NaN	0.734095	0.734407	0.000450
FTIR_000007.LAB	10/3/2024	07:49:43.947	8.836471	-237.054047	640.480042	0.000264	-0.002835	0.004184	0.298288	0.242016	0.172085	5.580307	3.285904	4.331048	0.011256	0.028097	0.056769	2.120087	1.968106	0.339053	205.736575	3289.593994	7907.880859	0.640812	0.711764	0.279134	-0.509496	-0.205336	0.484572	-0.016444	-0.038011	0.035263	1.745949	-111.112953	298.627441	190.959030	190.985825	0.035583	0.992299	0.992299	0.000000	8.836471	-237.054047	640.480042	5.580307	3.285904	4.331048	3.573420	3.572529	0.000949	4.210904	4.214376	0.002461	86.590042	86.544365	0.374437	4.848601	4.911413	0.102923	-3.327472	-3.338148	0.007866	0.000000	0.000000	0.000000	591.741028	591.741394	0.001688	0.002135	0.002132	0.000014	1466.541504	NaN	NaN	0.733543	0.734283	0.000525
FTIR_000008.LAB	10/3/2024	07:49:56.778	10.514587	-206.107971	599.394531	-0.002790	-0.002830	0.003873	0.128370	0.227810	0.164308	4.784095	3.473178	4.044607	0.021935	0.027327	0.052603	2.119459	1.987025	0.318430	219.190758	2905.793701	7401.317383	0.532081	0.689304	0.266122	-0.635078	-0.259054	0.473657	0.008969	-0.032139	0.036629	1.333886	-97.057098	279.319031	190.959030	190.982468	0.034279	0.992299	0.992299	0.000000	10.514587	-206.107971	599.394531	4.784095	3.473178	4.044607	3.573776	3.572685	0.000983	4.210049	4.213836	0.002745	86.550079	86.545074	0.346667	4.869373	4.906158	0.096440	-3.327472	-3.336813	0.008202	0.000000	0.000000	0.000000	591.740356	591.741272	0.001612	0.002153	0.002135	0.000015	1693.298828	NaN	NaN	0.733443	0.734178	0.000570
FTIR_000009.LAB	10/3/2024	07:50:09.617	12.827441	-181.781815	565.411804	-0.002195	-0.002759	0.003629	0.159795	0.220253	0.155359	4.580175	3.596177	3.801335	0.004578	0.024799	0.049786	2.128721	2.002769	0.301586	240.937323	2609.698486	6980.050293	0.545420	0.673317	0.253512	-0.605581	-0.297557	0.457875	0.030165	-0.025216	0.040066	2.314601	-86.015800	263.370300	190.959030	190.979858	0.033003	0.992299	0.992299	0.000000	12.827441	-181.781815	565.411804	4.580175	3.596177	3.801335	3.573665	3.572793	0.000976	4.208890	4.213286	0.003051	86.230415	86.510109	0.340819	4.831291	4.897840	0.093600	-3.334066	-3.336508	0.007727	0.000000	0.000000	0.000000	591.737671	591.740906	0.001939	0.002116	0.002132	0.000015	1795.315552	NaN	NaN	0.732739	0.734019	0.000717
FTIR_000010.LAB	10/3/2024	07:50:22.443	14.802952	-162.123337	536.687927	-0.004681	-0.002951	0.003475	0.132941	0.211522	0.149053	3.886798	3.625240	3.585111	0.011236	0.023443	0.047135	2.123217	2.014813	0.286878	199.762824	2368.705078	6624.834473	0.533646	0.659350	0.243060	-0.611137	-0.328915	0.442931	0.008721	-0.021822	0.039270	0.812728	-77.332947	249.821442	190.959030	190.977768	0.031806	0.992299	0.992298	0.000000	14.802952	-162.123337	536.687927	3.886798	3.625240	3.585111	3.573541	3.572868	0.000950	4.207450	4.212703	0.003418	86.749870	86.534088	0.330150	4.987083	4.906764	0.092650	-3.338462	-3.336704	0.007311	0.000000	0.000000	0.000000	591.738647	591.740662	0.001965	0.002054	0.002125	0.000029	1865.190308	NaN	NaN	0.732771	0.733894	0.000783
