Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000000BKG.LAB	10/18/2024	11:21:16.836	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	-0.000000	-0.000000	NaN	191.041687	191.041687	NaN	1.010951	1.010951	NaN	0.000000	0.000000	NaN	-0.000000	-0.000000	NaN	4.389656	4.389656	NaN	4.434794	4.434794	NaN	86.749870	86.749870	NaN	5.142876	5.142876	NaN	-3.378022	-3.378022	NaN	0.000000	0.000000	NaN	576.733459	576.733459	NaN	0.002277	0.002277	NaN	NaN	NaN	NaN	0.717961	0.717961	NaN
FTIR_000001.LAB	10/18/2024	11:21:31.268	0.356731	0.178365	0.252247	0.000387	0.000193	0.000273	-0.111336	-0.055668	0.078726	0.991259	0.495629	0.700926	-0.002738	-0.001369	0.001936	0.002099	0.001049	0.001484	-0.207507	-0.103754	0.146730	-0.025542	-0.012771	0.018061	-0.074560	-0.037280	0.052722	0.015416	0.007708	0.010901	0.597564	0.298782	0.422541	191.041687	191.041687	0.000000	1.010951	1.010951	0.000000	0.356731	0.178365	0.252247	0.991259	0.495629	0.700926	4.390110	4.389883	0.000321	4.435826	4.435310	0.000730	85.990662	86.370270	0.536842	5.070172	5.106524	0.051409	-3.378022	-3.378022	0.000000	0.000000	0.000000	0.000000	576.732239	576.732849	0.000863	0.002321	0.002299	0.000031	2079.565430	NaN	NaN	0.717917	0.717939	0.000031
FTIR_000002.LAB	10/18/2024	11:26:02.633	-496.616948	-165.420074	286.824982	0.001534	0.000640	0.000798	0.177100	0.021921	0.145462	4.155398	1.715552	2.170319	0.113441	0.036901	0.066299	1.135144	0.379081	0.654771	20117.387899	6705.727051	11614.839844	1.516101	0.496853	0.882787	0.892004	0.272482	0.537816	-0.143143	-0.042576	0.087435	-386.728655	-128.710373	223.450607	191.035324	191.039566	0.003674	1.002920	1.008274	0.004637	-496.616948	-165.420074	286.824982	4.155398	1.715552	2.170319	3.579720	4.119829	0.467748	4.146925	4.339182	0.166500	86.629997	86.456848	0.408150	4.969773	5.060940	0.086920	-3.382418	-3.379487	0.002538	0.000000	0.000000	0.000000	576.739563	576.735107	0.003924	0.002041	0.002213	0.000151	NaN	NaN	NaN	0.719662	0.718513	0.000995
FTIR_000003.LAB	10/18/2024	11:26:15.497	32.044970	-116.053810	254.153137	-0.002239	-0.000080	0.001580	-0.217863	-0.038025	0.168761	2.618474	1.941283	1.828663	0.023429	0.033533	0.054551	1.853818	0.747765	0.910785	676.101830	5198.320801	9951.152344	0.445327	0.483971	0.721253	-0.074376	0.185767	0.472132	-0.073846	-0.050393	0.073082	3.828601	-95.575623	194.109314	191.035324	191.038513	0.003674	1.002920	1.006935	0.004637	32.044970	-116.053810	254.153137	2.618474	1.941283	1.828663	3.569270	3.982189	0.470784	4.145351	4.290724	0.166955	86.590042	86.490143	0.339843	4.987083	5.042476	0.080003	-3.386813	-3.381319	0.004208	0.000000	0.000000	0.000000	576.739319	576.736145	0.003840	0.001940	0.002145	0.000184	1540.816406	NaN	NaN	0.720321	0.718965	0.001215
FTIR_000004.LAB	10/18/2024	11:26:28.313	30.277439	-86.787560	229.625626	-0.001753	-0.000414	0.001559	-0.291919	-0.088803	0.185075	3.548954	2.262817	1.739232	0.011810	0.029188	0.048231	2.013104	1.000833	0.970754	300.099258	4218.676758	8891.995117	0.728482	0.532874	0.634123	-0.204812	0.107651	0.444625	-0.028419	-0.045999	0.064049	3.584594	-75.743576	173.854462	191.035324	191.037872	0.003485	1.002920	1.006132	0.004399	30.277439	-86.787560	229.625626	3.548954	2.262817	1.739232	3.569566	3.899664	0.447526	4.146458	4.261871	0.158329	85.830826	86.358276	0.416605	5.142876	5.062556	0.082561	-3.386813	-3.382418	0.004396	0.000000	0.000000	0.000000	576.740662	576.737061	0.003891	0.001992	0.002114	0.000173	1750.957153	NaN	NaN	0.720155	0.719203	0.001179
FTIR_000005.LAB	10/18/2024	11:26:41.143	29.976788	-67.326836	210.842743	-0.001873	-0.000657	0.001517	-0.099102	-0.090520	0.165589	0.807709	2.020299	1.665182	0.014080	0.026670	0.043578	2.033527	1.172949	0.965211	185.493474	3546.479492	8121.894531	0.543780	0.534691	0.567194	-0.350133	0.031354	0.439410	-0.084097	-0.052348	0.059361	3.111494	-62.601070	158.797501	191.035324	191.037460	0.003286	1.002920	1.005597	0.004147	29.976788	-67.326836	210.842743	0.807709	2.020299	1.665182	3.570561	3.844814	0.422227	4.147492	4.242808	0.149114	85.830826	86.270363	0.430367	5.129027	5.073635	0.078673	-3.386813	-3.383150	0.004322	0.000000	0.000000	0.000000	576.740051	576.737549	0.003689	0.001914	0.002081	0.000175	1661.877563	NaN	NaN	0.720569	0.719431	0.001193
FTIR_000006.LAB	10/18/2024	11:26:53.980	29.923691	-53.433907	195.950623	0.000258	-0.000527	0.001427	-0.012273	-0.079342	0.154028	1.920035	2.005975	1.520569	0.003726	0.023392	0.040715	2.026193	1.294841	0.938277	225.028166	3071.986328	7519.772461	0.486238	0.527769	0.518099	-0.446126	-0.036858	0.439853	0.027117	-0.040996	0.061956	3.200841	-53.200798	147.079666	191.035324	191.037140	0.003105	1.002920	1.005214	0.003919	29.923691	-53.433907	195.950623	1.920035	2.005975	1.520569	3.571411	3.805756	0.399050	4.148268	4.229302	0.140734	85.870789	86.213280	0.420899	5.025166	5.066710	0.074118	-3.384615	-3.383359	0.003984	0.000000	0.000000	0.000000	576.739624	576.737854	0.003458	0.001954	0.002063	0.000167	1850.419312	NaN	NaN	0.720434	0.719574	0.001153
FTIR_000007.LAB	10/18/2024	11:27:06.823	29.738112	-43.037407	183.782776	0.003632	-0.000007	0.001977	0.120172	-0.054403	0.159094	1.334143	1.921996	1.427671	0.014504	0.022281	0.037826	2.027456	1.386418	0.906471	200.073277	2712.997314	7035.610352	0.519129	0.526689	0.479676	-0.340056	-0.074757	0.421097	-0.064227	-0.043900	0.057945	3.579787	-46.103226	137.641144	191.022614	191.035324	0.005886	1.002920	1.004927	0.003718	29.738112	-43.037407	183.782776	1.334143	1.921996	1.427671	3.571806	3.776512	0.378595	4.148753	4.219234	0.133370	85.870789	86.170471	0.408057	4.914380	5.047669	0.087231	-3.386813	-3.383791	0.003885	0.000000	0.000000	0.000000	576.740967	576.738281	0.003387	0.002015	0.002057	0.000156	1845.030273	NaN	NaN	0.720514	0.719692	0.001118
FTIR_000008.LAB	10/18/2024	11:27:19.654	29.978906	-34.924484	173.627380	-0.001153	-0.000134	0.001888	0.081350	-0.039319	0.155547	2.564179	1.993350	1.352511	0.013445	0.021300	0.035505	2.021796	1.457015	0.873976	201.449208	2433.936523	6634.245605	0.471255	0.520530	0.449076	-0.438865	-0.115214	0.412175	0.009241	-0.037995	0.057024	3.254130	-40.619076	129.798431	190.969620	191.028015	0.022584	1.002920	1.004704	0.003541	29.978906	-34.924484	173.627380	2.564179	1.993350	1.352511	3.572340	3.753827	0.360623	4.148964	4.211426	0.126936	85.870789	86.137177	0.394558	4.924767	5.034013	0.091304	-3.384615	-3.383883	0.003645	0.000000	0.000000	0.000000	576.740723	576.738525	0.003274	0.001963	0.002046	0.000149	1860.646240	NaN	NaN	0.720432	0.719774	0.001075
FTIR_000009.LAB	10/18/2024	11:27:32.490	29.841531	-28.447882	164.973709	0.000970	-0.000024	0.001814	0.049567	-0.030430	0.149320	1.947261	1.988741	1.275243	0.004435	0.019613	0.033897	2.022350	1.513549	0.843163	253.477831	2215.890625	6292.718262	0.481622	0.516639	0.423572	-0.377390	-0.141431	0.397348	-0.099352	-0.044131	0.057157	3.770262	-36.180141	123.177582	190.965393	191.021759	0.029080	1.002920	1.004526	0.003386	29.841531	-28.447882	164.973709	1.947261	1.988741	1.275243	3.572322	3.735676	0.344809	4.149314	4.205215	0.121277	86.629997	86.186455	0.403319	5.007855	5.031397	0.086479	-3.384615	-3.383956	0.003444	0.000000	0.000000	0.000000	576.738098	576.738525	0.003091	0.002029	0.002045	0.000140	1673.934692	NaN	NaN	0.720348	0.719831	0.001029
