,Timestamp,Light Power Meter: Irradiance (mW/cm2),Cl2 LabJack: Cl2 Node A (mV),Cl2 LabJack: Cl2 Node B (mV),Reactor TC: Temperature,UV Light: Status Selection,UV Light: Actual Status,FTIR: CH4 (ppm),FTIR: CO2 (ppm),FTIR: H2O (%),FTIR: CO (ppm),FTIR: HCL (ppm),FTIR: CH2O (ppm),FTIR: CH2O2 (ppm),FTIR: CH3Cl (ppm),FTIR: NO (ppm),FTIR: NH3 (ppm),FTIR: Toluene (ppm),Picarro: CH4 (ppm),Picarro: CO2 (ppm),Picarro: H2O (vol %),Methane MFC: Gas Selection,Methane MFC: Mode Selection,Methane MFC: Setpoint Entry,Methane MFC: Device Gas,Methane MFC: Device Mode,Methane MFC: Device Setpoint,Methane MFC: Actual Flow,LF N2 MFC: Gas Selection,LF N2 MFC: Mode Selection,LF N2 MFC: Setpoint Entry,LF N2 MFC: Device Gas,LF N2 MFC: Device Mode,LF N2 MFC: Device Setpoint,LF N2 MFC: Actual Flow,O2 MFC: Gas Selection,O2 MFC: Mode Selection,O2 MFC: Setpoint Entry,O2 MFC: Device Gas,O2 MFC: Device Mode,O2 MFC: Device Setpoint,O2 MFC: Actual Flow,HF N2 MFC: Scale Factor Entry,HF N2 MFC: Mode Selection,HF N2 MFC: Setpoint Entry,HF N2 MFC: Device Scale Factor,HF N2 MFC: Device Mode,HF N2 MFC: Device Setpoint,HF N2 MFC: Actual Flow,Humid N2 MFC: Gas Selection,Humid N2 MFC: Mode Selection,Humid N2 MFC: Setpoint Entry,Humid N2 MFC: Device Gas,Humid N2 MFC: Device Mode,Humid N2 MFC: Device Setpoint,Humid N2 MFC: Actual Flow,MFM: Gas Selection,MFM: Device Gas,MFM: Actual Flow,Cl2 MFC: Mode Selection,Cl2 MFC: Setpoint Entry,Cl2 MFC: Device Mode,Cl2 MFC: Device Setpoint,Cl2 MFC: Actual Flow,Cl2 MFC: Zero Offset (sccm),Picarro Bypass Valve: Position Selection,Picarro Bypass Valve: Actual Position,Tank Selector Valve: Position Selection,Tank Selector Valve: Actual Position,Bubbler Bypass Valve: Position Selection,Bubbler Bypass Valve: Actual Position,Humidity Probe: Rel. Humidity (%),Minutes,Hours,Cl2 LabJack: Cl2 reading minus zero (mV),Selected: CH4 (ppm),bypass_start,closest_start_time,experiment_name
2024,2024-12-10 11:24:19,No Reading,46.7,44.0,No Reading,On,1,13.271959775612038,6.030645170824887,-0.031,12.454641036176517,2.591,0.4162445646343365,0.585,191.162,5.742,1.012,3.622,13.3891,8.8359,1.7708,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,83.1,Air,Air,210.4,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.73,47.650000000000006,0.7941666666666668,7.700000000000003,13.271959775612038,47.650000000000006,23.43,12-10-24 Humidity Sweep
2025,2024-12-10 11:24:21,No Reading,46.7,44.0,No Reading,On,1,13.287418375331358,6.030204659363792,-0.031,12.450308586464994,2.591,0.4168661146109465,0.585,191.162,5.742,1.012,3.622,13.3967,10.1773,1.7715,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,83.1,Air,Air,210.3,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.72,47.68333333333334,0.7947222222222223,7.700000000000003,13.287418375331358,47.650000000000006,23.43,12-10-24 Humidity Sweep
2026,2024-12-10 11:24:23,No Reading,46.7,44.1,No Reading,On,1,13.302876975050678,6.029764147902697,-0.031,12.445976136753469,2.591,0.41748766458755654,0.585,191.162,5.742,1.012,3.622,13.3988,9.0234,1.7698,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,81.1,Air,Air,210.3,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.73,47.71666666666667,0.7952777777777779,7.700000000000003,13.302876975050678,47.650000000000006,23.43,12-10-24 Humidity Sweep
2027,2024-12-10 11:24:25,No Reading,46.7,44.1,No Reading,On,1,13.318335574769998,6.029323636441603,-0.031,12.441643687041946,2.591,0.41810921456416655,0.585,191.162,5.742,1.012,3.622,13.3988,9.0234,1.7698,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,76.9,Air,Air,210.3,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.73,47.75,0.7958333333333333,7.700000000000003,13.318335574769998,47.650000000000006,23.43,12-10-24 Humidity Sweep
2028,2024-12-10 11:24:27,No Reading,46.7,44.1,No Reading,On,1,13.333794174489318,6.028883124980508,-0.031,12.437311237330421,2.591,0.4187307645407765,0.585,191.162,5.742,1.012,3.622,13.4014,9.4029,1.7684,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.0,N2,Setpoint,80.0,N2,Setpoint,80.0,83.2,Air,Air,210.3,Setpoint,6.0,Setpoint,6.0,5.8,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.73,47.78333333333333,0.7963888888888888,7.700000000000003,13.333794174489318,47.650000000000006,23.43,12-10-24 Humidity Sweep
2029,2024-12-10 11:24:29,No Reading,46.7,44.1,No Reading,On,1,13.341940547253603,6.035921428437865,-0.043,12.435150976860147,1.267,0.4187782680950526,0.497,191.162,6.01,1.012,3.637,13.4004,9.4342,1.7678,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,77.7,Air,Air,210.3,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.72,47.81666666666666,0.7969444444444443,7.700000000000003,13.341940547253603,47.650000000000006,23.43,12-10-24 Humidity Sweep
2030,2024-12-10 11:24:31,No Reading,46.6,44.1,No Reading,On,1,13.334934548032722,6.058457306895209,-0.043,12.437491919594857,1.267,0.41763623459291,0.497,191.162,6.01,1.012,3.637,13.4004,9.4342,1.7678,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,65.9,N2,Setpoint,80.0,N2,Setpoint,80.0,77.6,Air,Air,210.2,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.71,47.85000000000001,0.7975000000000001,7.600000000000001,13.334934548032722,47.650000000000006,23.43,12-10-24 Humidity Sweep
2031,2024-12-10 11:24:33,No Reading,46.7,44.1,No Reading,On,1,13.327928548811842,6.080993185352551,-0.043,12.439832862329567,1.267,0.4164942010907674,0.497,191.162,6.01,1.012,3.637,13.4038,9.4219,1.7693,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.3,N2,Setpoint,80.0,N2,Setpoint,80.0,78.1,Air,Air,210.2,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.72,47.88333333333334,0.7980555555555556,7.700000000000003,13.327928548811842,47.650000000000006,23.43,12-10-24 Humidity Sweep
2032,2024-12-10 11:24:35,No Reading,46.6,44.1,No Reading,On,1,13.320922549590962,6.103529063809895,-0.043,12.442173805064277,1.267,0.41535216758862487,0.497,191.162,6.01,1.012,3.637,13.4112,8.9492,1.7657,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.2,N2,Setpoint,80.0,N2,Setpoint,80.0,82.3,Air,Air,210.1,Setpoint,6.0,Setpoint,6.0,5.9,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.72,47.91666666666667,0.7986111111111112,7.600000000000001,13.320922549590962,47.650000000000006,23.43,12-10-24 Humidity Sweep
2033,2024-12-10 11:24:37,No Reading,46.7,44.1,No Reading,On,1,13.313916550370081,6.126064942267238,-0.043,12.444514747798987,1.267,0.4142101340864823,0.497,191.162,6.01,1.012,3.637,13.4112,8.9492,1.7657,N2,Setpoint,6.0,N2,Setpoint,6.0,6.0,N2,Closed,30.0,N2,Closed,30.0,0.0,O2,Setpoint,40.0,O2,Setpoint,40.0,40.0,0.37,Setpoint,68.0,0.4,Setpoint,68.0,66.5,N2,Setpoint,80.0,N2,Setpoint,80.0,79.7,Air,Air,210.2,Setpoint,6.0,Setpoint,6.0,6.0,0,Picarro,Picarro,1000ppm or 5%,1000ppm or 5%,No Bubbler,No Bubbler,33.72,47.95,0.7991666666666667,7.700000000000003,13.313916550370081,47.650000000000006,23.43,12-10-24 Humidity Sweep
